DOM,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,onFloor,totalFloor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,district_name,Lng_transed,Lat_transed,year,month
226,240,47686,50.33,2,1,1,1,0,5,4,1985,3,2,0.333,0,Chaoyang,116.587296,40.05005196,2017,3
204,846,47139,179.47,4,2,1,3,2,5,4,2004,4,6,0.5,0,Shunyi,116.5529485,40.06270496,2017,2
189,1570,69234,226.77,4,2,1,2,2,28,1,2000,4,6,0.375,1,Chaoyang,116.4656725,39.9343784,2017,2
172,443,38606,114.75,2,2,1,1,1,18,4,2005,4,6,0.333,1,Changping,116.4188366,40.0754141,2017,1
153,435,44320,98.15,2,1,1,1,2,24,1,2001,3,6,0.2,1,Haidian,116.3043663,40.04903637,2017,1
203,480,30787,155.91,2,2,1,2,3,32,1,2001,4,6,0.5,1,Changping,116.4266787,40.06473297,2017,2
169,410,34411,119.15,2,2,1,2,2,7,4,2001,4,2,0.5,0,Changping,116.4332305,40.06235884,2017,1
209,695,64851,107.17,3,1,1,1,1,24,3,2009,4,6,0.375,1,Chaoyang,116.4991424,39.89701017,2017,2
224,680,27439,247.83,3,2,1,2,0,12,4,2005,4,6,0.5,1,Changping,116.4188366,40.0754141,2017,3
189,490,38849,126.13,3,2,1,2,2,7,4,2005,4,2,0.5,0,Changping,116.4265897,40.07503366,2017,2
151,618,67174,92,2,1,1,1,3,15,3,2004,4,6,0.222,1,Haidian,116.2483244,39.92690044,2017,1
488,638,106689,59.8,2,1,1,1,2,5,4,1989,3,2,0.333,0,Xicheng,116.379438,39.94389368,2017,12
358,640,70068,91.34,3,2,1,2,4,6,4,1992,3,2,0.5,0,Dongcheng,116.4207699,39.87499584,2017,7
205,322,50781,63.41,1,1,1,1,2,6,4,2004,3,2,0.333,0,Chaoyang,116.5528564,39.94761115,2017,2
200,500,24391,205,3,2,1,2,3,7,4,2002,4,2,0.5,0,Changping,116.4330128,40.07051038,2017,2
247,2038,111367,183,3,2,1,2,3,18,4,2008,4,6,1,1,Chaoyang,116.4937506,39.935769,2017,4
219,388,34062,113.91,3,2,1,1,4,6,4,2006,4,4,0.5,0,Shunyi,116.6711691,40.10501131,2017,3
220,460,48626,94.6,2,1,1,1,4,6,4,2004,4,6,0.5,0,Daxing,116.4112625,39.78360334,2017,3
171,586.5,58856,99.65,2,1,1,1,1,18,1,2000,3,6,0.2,1,Chaoyang,116.489085,39.95667974,2017,1
168,557,104308,53.4,2,1,1,1,4,3,4,1956,1,2,0.333,0,Xicheng,116.3825599,39.9540277,2017,1
200,587,67148,87.42,2,1,1,1,1,21,3,2010,4,6,0.5,1,Fengtai,116.2621936,39.88070396,2017,2
163,945,72011,131.23,2,1,1,1,1,30,4,2012,4,6,0.5,1,Fengtai,116.2726987,39.88088451,2017,1
164,660,50000,132,3,2,1,1,2,18,1,2004,4,6,0.333,1,Chaoyang,116.4069856,40.04157594,2017,1
207,320,133223,24.02,1,0,1,1,1,20,1,2004,4,6,0.121,1,Xicheng,116.3304697,39.89354388,2017,2
191,439,32280,136,2,1,1,2,2,18,1,2003,4,2,0.333,1,Changping,116.4330128,40.07051038,2017,2
219,550,70243,78.3,1,2,1,1,3,13,4,2000,3,6,1,1,Chaoyang,116.4091941,40.00093364,2017,3
149,602,117121,51.4,1,1,1,1,2,18,1,1989,3,6,0.25,1,Xicheng,116.3622224,39.90219228,2017,1
199,380,32830,115.75,3,2,1,1,4,6,4,1999,3,2,0.5,0,Changping,116.4316054,40.08644384,2017,2
196,495,48194,102.71,2,1,1,1,0,18,1,2000,4,6,0.25,1,Chaoyang,116.4469947,39.8931137,2017,2
190,409,37486,109.11,2,1,1,2,3,6,4,2006,4,6,0.5,0,Daxing,116.5380301,39.74841775,2017,2
161,390,82366,47.35,1,1,1,1,4,6,4,1996,4,2,0.167,0,Xicheng,116.3355763,39.88224108,2017,1
159,331,69699,47.49,2,1,1,1,3,6,4,1979,3,2,0.25,0,Chaoyang,116.4582185,39.89235729,2017,1
186,414,71801,57.66,2,1,1,1,1,16,1,1982,3,6,0.25,1,Chaoyang,116.441959,39.94575644,2017,2
158,548,70501,77.73,3,1,1,1,2,6,4,1988,3,2,0.333,0,Chaoyang,116.4333957,39.9625693,2017,1
165,1430,100330,142.53,3,1,1,2,2,16,4,2004,4,6,0.5,1,Xicheng,116.3354885,39.88578408,2017,1
250,576,87512,65.82,2,1,1,1,2,18,1,1992,4,6,0.25,1,Chaoyang,116.4648736,39.94672856,2017,4
219,1150,82026,140.2,4,2,1,2,1,23,1,1998,3,6,0.25,1,Haidian,116.3550609,39.95235108,2017,3
198,655,64826,101.04,2,1,1,1,2,14,3,2005,3,6,0.25,1,Fengtai,116.3787695,39.83595228,2017,2
167,565,60043,94.1,3,1,1,1,2,22,1,1992,4,6,0.222,1,Fengtai,116.418142,39.86217675,2017,1
169,595,100677,59.1,2,1,1,1,2,12,3,1990,4,1,0.125,0,Dongcheng,116.4008788,39.95253752,2017,1
203,460,76286,60.3,2,1,1,1,4,6,4,1996,3,2,0.25,0,Haidian,116.3388675,39.97355265,2017,2
194,229.8,55387,41.49,1,1,1,1,4,6,4,1991,4,2,0.062,0,Shijingshan,116.2238653,39.89205434,2017,2
153,80,18605,43,1,0,1,1,1,9,4,2011,4,6,0.054,1,Changping,116.3874084,40.18190425,2017,1
215,450,76388,58.91,2,1,1,1,0,4,4,1986,3,2,0.333,0,Chaoyang,116.4525388,39.9902223,2017,3
192,633,106782,59.28,2,1,1,1,1,6,4,1987,3,2,0.333,0,Xicheng,116.3770298,39.88562725,2017,2
187,724,93783,77.2,3,1,1,1,4,6,4,1995,3,2,0.5,0,Haidian,116.2995616,39.96339606,2017,2
202,390,82856,47.07,1,1,1,1,2,19,1,2005,4,6,0.375,1,Chaoyang,116.4802785,39.9596777,2017,3
153,400,93677,42.7,1,1,1,1,4,6,4,1997,4,2,0.25,0,Haidian,116.2862878,39.92700424,2017,1
199,438,42405,103.29,2,1,1,2,3,6,4,2007,3,2,0.5,0,Changping,116.419969,40.0700965,2017,2
210,810,139897,57.9,2,1,1,1,2,6,4,1989,4,2,0.5,0,Xicheng,116.3714039,39.95703217,2017,3
153,560,61049,91.73,2,1,1,1,1,26,1,1997,3,6,0.25,1,Chaoyang,116.464988,39.99513238,2017,1
201,557,67927,82,2,1,1,1,1,27,3,2012,4,6,0.333,1,Haidian,116.341396,40.02814905,2017,3
158,740,61284,120.75,3,1,1,1,3,6,4,1998,3,2,0.5,0,Chaoyang,116.4428909,39.89870059,2017,1
149,374,63390,59,3,1,1,2,1,16,3,2012,1,6,0.25,1,Daxing,116.3042166,39.76096319,2017,1
184,998,113204,88.16,3,1,1,1,4,3,4,1992,4,4,0.5,0,Dongcheng,116.398865,39.93777312,2017,2
146,716,74623,95.95,2,1,1,1,3,12,4,2001,4,6,0.333,1,Chaoyang,116.4711945,39.99741603,2017,1
190,440,75823,58.03,1,1,1,1,3,13,4,2004,4,6,0.167,1,Haidian,116.2464467,39.92707625,2017,2
153,568,36213,156.85,3,2,1,2,3,7,4,2006,4,6,0.5,0,Changping,116.311399,40.07499793,2017,1
198,1450,82735,175.26,4,2,1,2,2,5,4,2005,4,2,0.5,0,Haidian,116.2444892,40.04772333,2017,2
199,950,56761,167.37,3,2,1,3,1,18,1,2009,4,6,0.286,1,Fengtai,116.4100189,39.85018199,2017,3
196,578,34626,166.93,4,1,1,2,2,6,4,2007,3,2,0.5,0,Changping,116.419969,40.0700965,2017,2
140,800,129033,62,2,1,1,1,1,6,4,1989,1,2,0.5,0,Xicheng,116.3778149,39.94639425,2017,1
158,810,89365,90.64,2,1,1,1,1,27,4,2013,2,6,0.4,1,Xicheng,116.3241222,39.89324754,2017,1
186,1800,59316,303.46,5,2,1,4,0,3,4,2001,3,2,0.167,0,Haidian,116.3567182,40.0625925,2017,2
152,650,60539,107.37,3,1,1,2,3,18,3,2008,4,6,0.25,1,Chaoyang,116.4810823,39.89815943,2017,1
215,580,66821,86.8,1,1,1,1,2,32,1,2000,1,6,0.375,1,Chaoyang,116.3786716,39.98533799,2017,3
158,514,97367,52.79,2,1,1,1,0,6,4,1984,3,2,0.5,0,Xicheng,116.3676375,39.87553137,2017,1
189,261,45790,57,1,1,1,1,4,13,3,2011,4,6,0.167,1,Chaoyang,116.4123943,40.03650163,2017,2
149,728,57314,127.02,3,2,1,2,4,11,4,2001,3,6,0.5,1,Haidian,116.3134869,40.0394598,2017,1
157,185,54316,34.06,1,0,1,1,3,17,4,2010,4,6,0.167,1,Changping,116.2532873,40.16353842,2017,1
182,448,50338,89,4,2,1,1,0,13,4,2008,3,6,0.25,1,Fangshan,116.1419859,39.71887577,2017,2
155,923,73858,124.97,3,2,1,2,3,9,3,2008,3,6,0.333,1,Haidian,116.2444892,40.04772333,2017,1
154,435,143517,30.31,1,1,1,2,4,16,1,2006,4,6,0.12,1,Xicheng,116.3304697,39.89354388,2017,1
225,430,36135,119,5,2,1,2,3,7,4,2003,3,6,0.333,0,Changping,116.3293232,40.08242177,2017,3
208,725,74551,97.25,3,1,1,1,2,6,4,1992,2,6,0.333,0,Chaoyang,116.4469445,39.91905861,2017,3
137,430,46237,93,3,2,1,2,1,18,4,2012,4,6,0.5,1,Changping,116.2619851,40.1163612,2017,1
201,280,66414,42.16,1,1,1,1,3,11,4,2005,4,6,0.25,1,Tongzhou,116.6766982,39.86630552,2017,3
144,873,77408,112.78,2,2,1,2,1,11,3,2008,3,6,0.5,1,Haidian,116.2444892,40.04772333,2017,1
144,550,96492,57,2,1,1,1,2,6,4,1996,3,2,0.5,0,Xicheng,116.3644507,39.87997013,2017,1
137,606,117306,51.66,1,1,1,1,2,6,4,2004,3,6,0.2,0,Xicheng,116.3734869,39.90280943,2017,1
153,439.8,69810,63,2,1,1,1,3,6,4,2000,3,2,0.333,0,Haidian,116.3543735,40.03300298,2017,1
259,210,29167,72,2,1,1,1,2,4,4,1974,1,4,0.333,0,Chaoyang,116.5896421,40.04893319,2017,5
179,575,46304,124.18,2,2,1,2,4,6,4,1995,3,2,0.182,1,Chaoyang,116.4647453,39.9437454,2017,2
213,503,77385,65,1,1,1,1,1,15,4,2004,4,6,0.5,1,Chaoyang,116.3972335,40.03464568,2017,3
140,308,39296,78.38,2,1,1,2,2,9,3,2011,3,6,0.143,1,Daxing,116.3227667,39.77387237,2017,1
150,255,42149,60.5,1,1,1,1,3,28,1,2012,4,6,0.375,1,Changping,116.2226641,40.20910024,2017,1
185,603,44760,134.72,3,1,1,2,3,6,4,2005,4,2,0.5,0,Changping,116.3441731,40.08690965,2017,2
212,423.8,57271,74,2,1,1,1,0,9,3,2007,4,6,0.25,1,Shunyi,116.5478319,40.08597573,2017,3
186,1550,71344,217.26,4,2,1,2,2,5,4,2005,4,2,0.5,0,Haidian,116.2444892,40.04772333,2017,2
190,640,49076,130.41,3,2,1,2,0,7,4,2004,4,2,0.5,0,Tongzhou,116.6906383,39.93311151,2017,2
153,536,92128,58.18,1,1,1,1,2,16,3,2006,1,6,0.333,1,Dongcheng,116.4189422,39.89694536,2017,1
141,130,26596,48.88,1,0,1,1,3,7,3,2013,3,6,0.13,1,Shunyi,116.5475558,40.11011849,2017,1
170,1610,67639,238.03,4,2,1,2,3,32,1,2000,3,6,0.5,1,Chaoyang,116.3786716,39.98533799,2017,2
205,545,61017,89.32,2,1,1,1,2,20,3,2008,4,6,0.5,1,Changping,116.4003543,40.05447873,2017,3
179,795,90341,88,3,1,1,1,0,6,4,1996,3,2,0.5,0,Haidian,116.3596446,39.95166012,2017,2
154,330,34498,95.66,2,2,1,1,1,6,4,2005,4,2,0.5,0,Fangshan,116.2152266,39.77387925,2017,1
141,563,84005,67.02,2,1,1,1,3,21,1,2004,3,6,0.231,1,Dongcheng,116.4387249,39.89748864,2017,1
320,441,39305,112.2,2,2,1,2,2,7,4,2005,4,2,0.5,0,Changping,116.4265897,40.07503366,2017,7
190,820,111262,73.7,2,1,1,1,3,16,1,1995,3,2,0.25,1,Xicheng,116.3392568,39.90979269,2017,2
197,335,68035,49.24,1,0,1,1,1,28,1,2004,4,6,0.286,1,Chaoyang,116.4746676,39.89890418,2017,3
196,284,50897,55.8,1,1,1,1,3,18,4,2013,3,6,0.333,1,Tongzhou,116.5489543,39.82363797,2017,3
244,530,85526,61.97,2,1,1,1,2,6,4,1995,3,2,0.5,0,Haidian,116.2839523,40.03220664,2017,4
184,845,76271,110.79,2,1,1,1,4,6,4,2005,4,6,0.5,0,Haidian,116.2547266,39.92040122,2017,2
181,495,81482,60.75,2,1,1,1,4,6,4,1986,2,2,0.333,0,Chaoyang,116.4431577,39.93799782,2017,2
189,244,38019,64.18,2,2,1,1,2,5,4,1980,1,2,0.333,0,Chaoyang,116.5926832,40.04432322,2017,2
207,350,73996,47.3,2,1,1,1,0,4,4,1980,4,4,0.333,0,Haidian,116.1575058,40.0663151,2017,3
173,380,43379,87.6,2,1,1,1,3,21,3,2009,3,6,0.4,1,Changping,116.3521984,40.06620479,2017,2
134,620,84240,73.6,2,2,1,1,3,28,4,2011,4,6,0.5,1,Chaoyang,116.433522,40.04517632,2017,1
174,850,113198,75.09,2,1,1,1,2,6,4,2004,3,6,0.2,0,Xicheng,116.3734869,39.90280943,2017,2
187,1060,69463,152.6,3,2,1,1,2,5,4,2004,4,2,0.5,0,Haidian,116.3082639,40.0543768,2017,2
167,420,55032,76.32,3,1,1,1,2,6,4,1987,3,2,0.333,0,Chaoyang,116.4998007,39.92095251,2017,2
180,565,80370,70.3,2,1,1,1,4,6,4,1990,3,2,0.5,0,Haidian,116.3470571,39.95517384,2017,2
184,490,34883,140.47,4,1,1,2,0,18,4,2008,2,6,1,1,Changping,116.2619045,40.163375,2017,2
146,442,63561,69.54,2,2,1,1,3,18,1,1997,3,6,0.25,1,Chaoyang,116.449393,39.87797734,2017,1
148,650,88029,73.84,2,1,1,1,3,14,4,1999,3,6,0.167,1,Chaoyang,116.4061389,39.96869897,2017,1
178,412,78492,52.49,1,0,1,1,0,20,1,2008,4,6,0.158,1,Xicheng,116.3304697,39.89354388,2017,2
206,1220,84138,145,3,2,1,2,3,26,4,2014,4,6,0.5,1,Chaoyang,116.4321349,40.05275405,2017,3
133,1012,83651,120.98,2,1,1,1,3,13,3,2008,4,6,0.25,1,Xicheng,116.3782431,39.87682327,2017,1
174,365,37649,96.95,2,1,1,1,3,13,3,2012,4,6,0.5,1,Fangshan,116.1570472,39.75327435,2017,2
145,555,98790,56.18,2,1,1,1,4,6,4,1989,4,2,0.333,0,Dongcheng,116.4151656,39.95927269,2017,1
143,519.5,36829,141.06,3,2,1,2,2,6,4,2003,4,2,0.5,0,Changping,116.3414074,40.07646694,2017,1
191,1350,122728,110,2,2,1,2,0,26,4,2012,4,6,0.5,1,Chaoyang,116.4419962,39.96905684,2017,3
176,480,86269,55.64,1,1,1,1,0,16,1,1996,3,6,0.2,1,Xicheng,116.34652,39.8756739,2017,2
179,357.5,62974,56.77,1,1,1,1,2,20,3,2007,3,6,0.333,1,Changping,116.3174858,40.06715093,2017,2
182,1130,59817,188.91,5,1,0,2,2,18,1,2000,3,6,0.211,1,Xicheng,116.3500513,39.87609066,2017,2
178,648,42381,152.9,3,3,1,2,0,5,4,2000,3,2,0.5,0,Haidian,116.3447207,40.06403633,2017,2
183,295,59838,49.3,1,1,1,1,1,24,1,1992,4,6,0.25,1,Fengtai,116.3819428,39.85370388,2017,2
204,445,76474,58.19,2,1,1,1,1,13,3,1985,3,6,0.125,1,Chaoyang,116.4692597,39.92227584,2017,3
178,1280,53782,238,5,3,1,4,4,15,4,2012,4,6,1.5,1,Daxing,116.3098006,39.76570064,2017,2
134,490,32867,149.09,3,2,1,2,3,6,4,2004,3,2,0.5,0,Changping,116.4265897,40.07503366,2017,1
170,460,69070,66.6,1,1,1,1,3,13,4,2008,4,6,0.4,1,Chaoyang,116.5096718,39.91991834,2017,2
176,618,57521,107.44,3,1,1,2,3,15,4,2005,4,6,0.5,1,Chaoyang,116.5740657,39.9114798,2017,2
264,520,41270,126,3,2,1,2,2,5,4,1996,3,2,0.5,0,Shunyi,116.5477717,40.10302364,2017,5
175,595,73822,80.6,2,1,1,1,0,12,3,2009,4,6,0.25,1,Dongcheng,116.3992175,39.86162068,2017,2
190,820,95471,85.89,3,1,1,1,0,18,1,1995,3,6,0.25,1,Xicheng,116.33126,39.88940845,2017,3
188,1685,87761,192,4,1,1,2,1,13,4,2002,4,6,0.5,1,Xicheng,116.3658133,39.87224412,2017,3
168,500,46439,107.67,2,2,1,1,4,6,4,2001,1,2,0.5,0,Daxing,116.4731665,39.79803549,2017,2
190,750,90449,82.92,3,1,1,1,4,6,4,1994,3,2,0.333,0,Xicheng,116.363175,39.87459337,2017,3
168,565,65093,86.8,3,2,1,1,4,27,1,2011,4,6,0.5,1,Tongzhou,116.6766614,39.9244086,2017,2
318,500,91275,54.78,1,1,1,1,0,6,4,1995,4,2,0.333,0,Haidian,116.2995616,39.96339606,2017,7
147,389.5,67156,58,2,1,1,2,1,16,1,2012,3,6,0.2,1,Daxing,116.3042166,39.76096319,2017,1
179,740,68424,108.15,2,2,1,1,0,14,4,2009,4,6,0.5,1,Fengtai,116.4188192,39.83456202,2017,2
205,588,86970,67.61,3,0,1,1,3,15,1,1984,4,6,0.333,1,Chaoyang,116.4536381,39.9213427,2017,3
167,460,36215,127.02,2,1,1,2,3,17,3,2005,4,6,0.333,1,Changping,116.4188366,40.0754141,2017,2
140,443,92834,47.72,1,1,1,1,1,6,1,1994,3,2,0.028,0,Dongcheng,116.4270114,39.89811922,2017,1
341,475,45682,103.98,2,1,1,2,1,18,3,2009,4,6,0.333,1,Chaoyang,116.5775614,39.91345901,2017,8
168,880,71896,122.4,1,1,1,1,2,28,1,2008,4,6,0.571,1,Chaoyang,116.4477368,39.93140937,2017,2
183,560,60797,92.11,2,1,1,1,3,21,4,2012,3,6,0.5,1,Daxing,116.336028,39.79243639,2017,2
178,1348,62692,215.02,4,3,1,2,3,7,4,1999,4,2,0.5,0,Haidian,116.328471,39.9735737,2017,2
174,589,53092,110.94,2,2,1,2,3,25,1,2006,4,6,0.3,1,Chaoyang,116.4127021,40.04521819,2017,2
174,440,55690,79.01,2,1,1,1,4,6,4,1998,3,2,0.333,0,Haidian,116.2919894,39.88796598,2017,2
144,1200,66376,180.79,4,3,1,2,4,6,4,1996,3,4,0.5,0,Haidian,116.3078223,40.03181781,2017,1
126,310,35268,87.9,3,1,1,1,2,6,4,1992,4,2,0.5,0,Changping,116.2196399,40.22860399,2017,1
134,435,61216,71.06,1,1,1,1,2,25,1,2009,4,6,0.2,1,Fengtai,116.2961121,39.88499034,2017,1
134,1190,78290,152,3,2,1,2,1,23,1,1999,4,6,0.25,1,Xicheng,116.3591302,39.86967447,2017,1
175,908,63944,142,3,1,0,1,2,22,1,2001,4,6,0.667,1,Dongcheng,116.4259643,39.93409643,2017,2
181,618,99839,61.9,3,1,1,1,2,6,4,1989,3,2,0.333,0,Haidian,116.369892,39.97618871,2017,2
195,630,112924,55.79,1,1,0,2,4,10,4,2016,4,6,0.136,1,Haidian,116.3464965,39.97290571,2017,3
173,542,56155,96.52,3,2,2,2,4,6,4,2001,4,2,0.5,0,Chaoyang,116.4069856,40.04157594,2017,2
181,585,74895,78.11,1,1,1,1,2,22,1,2003,4,6,0.273,1,Chaoyang,116.468778,39.93010383,2017,2
172,920,54432,169.02,4,2,1,2,4,4,4,2010,4,6,0.5,1,Fengtai,116.3313503,39.80703393,2017,2
196,300,36123,83.05,2,1,1,1,4,6,4,1993,3,2,0.5,0,Shunyi,116.5870707,40.04153445,2017,3
123,480,58537,82,2,1,1,1,2,20,3,2008,3,6,0.5,1,Changping,116.4003543,40.05447873,2017,1
133,763,69175,110.3,2,2,1,1,3,26,1,2003,4,6,0.375,1,Chaoyang,116.4491405,39.99600457,2017,1
141,350,86634,40.4,1,1,1,1,4,5,4,1988,3,2,0.5,0,Haidian,116.3230511,39.9002916,2017,1
172,470,106143,44.28,1,1,1,1,3,10,4,2016,1,6,0.136,1,Haidian,116.3464965,39.97290571,2017,2
170,450,80415,55.96,1,1,1,1,0,7,4,1996,3,2,0.5,0,Chaoyang,116.4255594,39.98088521,2017,2
186,310,34969,88.65,2,1,1,1,3,14,1,2011,4,6,0.333,1,Fangshan,116.1534926,39.76340293,2017,3
172,465,40035,116.15,3,1,1,1,2,6,4,2003,3,2,0.5,0,Shunyi,116.6611563,40.11769018,2017,2
197,495,70604,70.11,2,1,1,1,3,20,1,2010,4,6,0.273,1,Fengtai,116.4345152,39.84569495,2017,3
224,600,56317,106.54,1,1,1,1,3,18,1,2005,4,6,0.19,1,Chaoyang,116.4373065,39.90266249,2017,4
143,570,44221,128.9,2,1,1,1,4,19,3,2000,3,6,0.286,1,Chaoyang,116.4182256,39.9936878,2017,1
129,328,39202,83.67,1,1,1,1,1,21,3,2012,4,6,0.2,1,Changping,116.2302815,40.20866761,2017,1
122,27.9,16393,17.02,1,0,0,1,1,28,3,2011,3,6,0.385,1,Changping,116.2634351,40.16468121,2017,1
173,456,66376,68.7,2,1,1,1,1,28,1,2004,3,6,0.286,1,Chaoyang,116.4746676,39.89890418,2017,2
137,384.8,67723,56.82,1,1,1,1,3,20,3,2008,4,6,0.5,1,Changping,116.4003543,40.05447873,2017,1
135,450,110295,40.8,1,1,1,1,2,6,4,1991,4,2,0.125,0,Xicheng,116.3352734,39.92566264,2017,1
179,910,81250,112,2,2,1,2,1,21,1,2003,4,6,0.3,1,Dongcheng,116.4387249,39.89748864,2017,2
192,378,80873,46.74,1,1,1,1,2,6,4,1996,4,2,0.5,0,Chaoyang,116.4648736,39.94672856,2017,3
138,419.4,66225,63.33,2,1,1,1,4,6,4,1985,3,2,0.333,0,Chaoyang,116.4333957,39.9625693,2017,1
158,178,39768,44.76,1,0,1,1,1,24,1,2010,4,6,0.25,1,Daxing,116.4849702,39.80286118,2017,2
126,455,42488,107.09,2,2,1,2,0,6,4,2001,3,2,0.5,0,Daxing,116.4304129,39.78083649,2017,1
186,539,73085,73.75,3,1,1,1,4,6,4,1993,1,2,0.5,0,Chaoyang,116.4639402,39.98162846,2017,3
130,168,32942,51,1,1,0,1,3,19,1,2011,4,6,0.235,1,Changping,116.3312039,40.07144776,2017,1
173,260,40920,63.54,1,1,1,1,4,6,4,2001,3,2,0.5,0,Daxing,116.3079695,39.76181599,2017,2
169,628,106477,58.98,2,1,1,1,4,6,4,1991,4,2,0.25,0,Xicheng,116.3685897,39.87342932,2017,2
127,677,93418,72.47,3,1,1,1,4,6,4,1996,4,2,0.5,0,Xicheng,116.3735838,39.88084293,2017,1
186,578.6,63070,91.74,2,1,1,1,2,8,4,2009,4,6,0.333,1,Haidian,116.2075965,40.03672722,2017,3
177,756,71321,106,2,2,1,1,4,12,4,2009,4,6,0.5,1,Fengtai,116.4188192,39.83456202,2017,2
164,510,40935,124.59,3,2,1,2,2,5,4,1996,4,2,0.5,0,Shunyi,116.5477717,40.10302364,2017,2
132,640,58203,109.96,2,1,1,2,1,18,4,2005,3,6,0.5,1,Fengtai,116.2726857,39.88094055,2017,1
128,307,45148,68,1,0,1,1,2,17,1,2010,3,6,0.214,1,Daxing,116.3373502,39.79064591,2017,1
185,649,60592,107.11,2,1,1,1,1,32,1,2008,3,6,0.444,1,Chaoyang,116.4075702,40.03714273,2017,3
172,1000,125141,79.91,2,1,1,1,3,21,4,2003,1,6,0.25,1,Dongcheng,116.4251367,39.92632871,2017,2
170,840,94723,88.68,2,1,1,1,2,17,3,2005,4,6,0.25,1,Dongcheng,116.4194401,39.89488218,2017,2
190,1100,112960,97.38,2,1,1,1,1,6,4,2009,4,6,0.25,1,Xicheng,116.3618465,39.87212411,2017,3
164,525,47697,110.07,3,1,1,2,2,7,4,2003,3,6,0.5,0,Changping,116.3293232,40.08242177,2017,2
135,492,106957,46,1,1,1,1,1,9,4,1990,3,2,0.5,0,Xicheng,116.3556304,39.9360426,2017,1
173,595,54131,109.92,2,2,1,1,3,29,1,2000,4,6,0.375,1,Chaoyang,116.5111338,39.91693891,2017,2
193,548,61100,89.69,2,1,1,1,3,20,3,2008,4,6,0.5,1,Changping,116.4003543,40.05447873,2017,3
176,880,109222,80.57,2,1,1,1,3,13,3,2002,4,6,0.333,1,Haidian,116.3544215,39.94515992,2017,2
276,450,60225,74.72,2,1,1,1,2,6,4,2000,3,2,0.25,0,Chaoyang,116.5182653,39.91393677,2017,6
127,505,37979,132.97,3,1,1,2,3,10,4,2003,4,6,0.333,1,Changping,116.4030934,40.07007915,2017,1
135,525,83693,62.73,2,1,1,1,2,18,1,1987,3,6,0.25,1,Chaoyang,116.4210758,39.95948881,2017,1
165,540,52942,102,2,1,1,1,4,6,4,2000,4,2,0.25,0,Haidian,116.3304705,40.05638153,2017,2
189,638,65443,97.49,2,1,1,1,0,10,1,2000,3,6,0.25,1,Haidian,116.2505645,39.91903343,2017,3
140,420,33071,127,1,1,1,1,2,19,3,2006,3,6,0.273,1,Daxing,116.3221805,39.73698994,2017,1
164,400,82594,48.43,2,0,1,1,4,5,4,1975,1,2,0.333,0,Xicheng,116.3535221,39.8749219,2017,2
167,1160,67053,173,3,3,1,2,3,9,3,2009,4,6,0.5,1,Shijingshan,116.1935108,39.91759899,2017,2
196,577,89195,64.69,2,1,1,1,4,6,4,1986,3,2,0.333,0,Chaoyang,116.4431577,39.93799782,2017,3
170,248,42554,58.28,1,1,1,1,2,15,4,2007,4,6,0.25,1,Fangshan,116.1419859,39.71887577,2017,2
162,1180,92224,127.95,3,2,1,2,1,18,4,2013,4,6,1,1,Haidian,116.343574,40.04551415,2017,2
133,470,76798,61.2,2,1,1,1,3,6,4,1985,1,4,0.333,0,Xicheng,116.3425668,39.87522539,2017,1
167,895,67319,132.95,2,1,1,1,3,22,1,2004,3,6,0.375,1,Xicheng,116.325626,39.88221454,2017,2
173,685,116280,58.91,2,1,1,1,4,11,3,1999,4,6,0.5,1,Xicheng,116.3388208,39.88707934,2017,2
136,427,60663,70.39,2,1,1,1,4,23,1,1996,4,6,0.2,1,Chaoyang,116.4593052,39.88069129,2017,1
140,540,97210,55.55,2,1,1,1,1,6,4,1990,4,2,0.333,0,Dongcheng,116.3955662,39.94558453,2017,1
187,365,89025,41,1,1,1,2,2,16,3,2012,4,6,0.167,1,Daxing,116.3042166,39.76096319,2017,3
167,405,45211,89.58,2,1,1,1,3,6,4,2001,4,2,0.5,0,Changping,116.4266787,40.06473297,2017,2
167,448,48855,91.7,2,2,1,1,2,6,4,2014,4,6,0.333,1,Changping,116.2685633,40.19310841,2017,2
163,357.5,52963,67.5,2,1,1,1,4,5,4,1994,4,2,0.5,0,Chaoyang,116.4935848,39.95592094,2017,2
175,454,91312,49.72,1,1,1,1,1,3,4,1965,4,4,0.167,0,Dongcheng,116.4277658,39.88648389,2017,2
128,616,64706,95.2,2,1,1,1,3,29,1,2003,4,6,0.375,1,Chaoyang,116.5111338,39.91693891,2017,1
167,510,90426,56.4,1,1,1,1,1,26,1,2004,3,6,0.214,1,Xicheng,116.3321981,39.88475242,2017,2
181,490,108312,45.24,1,1,1,1,2,6,4,1992,3,4,0.5,0,Xicheng,116.3482373,39.89425225,2017,3
160,350,93910,37.27,1,0,1,1,3,26,3,2006,4,6,0.5,1,Haidian,116.3024428,39.89322195,2017,2
174,272,49010,55.5,1,1,1,1,2,22,1,2005,4,6,0.25,1,Chaoyang,116.6004522,39.89803366,2017,2
167,585,51115,114.45,3,1,1,2,2,8,3,2000,4,6,0.5,1,Daxing,116.4847481,39.79683008,2017,2
131,985,71710,137.36,3,2,1,1,1,18,4,2006,4,6,1,1,Chaoyang,116.4064255,40.0292604,2017,1
